# started_at=2025-12-14T19:04:55+03:00
# cmd: sar -b 1
# app_pid=7559

Linux 6.1.0-35-amd64 (WL-c5bd0aca) 	12/14/2025 	_x86_64_	(12 CPU)

07:04:55 PM       tps      rtps      wtps      dtps   bread/s   bwrtn/s   bdscd/s
07:10:58 PM    144.00      0.00    144.00      0.00      0.00   1472.00      0.00
07:10:59 PM    103.00      0.00    103.00      0.00      0.00   1112.00      0.00
07:11:00 PM     99.00      0.00     99.00      0.00      0.00   1208.00      0.00
07:11:01 PM    163.00      0.00    163.00      0.00      0.00   1928.00      0.00
07:11:02 PM    194.00      0.00    194.00      0.00      0.00   2104.00      0.00
07:11:03 PM    402.00      0.00    402.00      0.00      0.00   4040.00      0.00
07:11:04 PM    126.00      0.00    126.00      0.00      0.00   1440.00      0.00
07:11:05 PM    166.00      2.00    164.00      0.00    376.00   1736.00      0.00
07:11:06 PM    199.00      0.00    199.00      0.00      0.00   2104.00      0.00
07:11:07 PM    165.00      0.00    165.00      0.00      0.00   1560.00      0.00
07:11:08 PM    149.00      0.00    149.00      0.00      0.00   1648.00      0.00
07:11:09 PM    139.00      0.00    139.00      0.00      0.00   1528.00      0.00
07:11:10 PM    175.00      0.00    175.00      0.00      0.00   1656.00      0.00
07:11:11 PM    186.00      0.00    186.00      0.00      0.00   2024.00      0.00
07:11:12 PM    139.00      0.00    139.00      0.00      0.00   1576.00      0.00
07:11:13 PM    331.00      0.00    331.00      0.00      0.00  72848.00      0.00
07:11:14 PM    343.00      0.00    343.00      0.00      0.00   4080.00      0.00
07:11:15 PM    147.00      0.00    147.00      0.00      0.00   1608.00      0.00
07:11:16 PM    224.00      0.00    224.00      0.00      0.00   2280.00      0.00
07:11:17 PM    146.00      0.00    146.00      0.00      0.00   1424.00      0.00
07:11:18 PM    229.00      0.00    229.00      0.00      0.00  20568.00      0.00
07:11:19 PM    145.00      0.00    145.00      0.00      0.00  36928.00      0.00
07:11:20 PM    186.00      0.00    186.00      0.00      0.00   1736.00      0.00
07:11:21 PM    137.00      0.00    137.00      0.00      0.00   1504.00      0.00
07:11:22 PM    168.00      0.00    168.00      0.00      0.00   1824.00      0.00
07:11:23 PM    177.00      0.00    177.00      0.00      0.00   2056.00      0.00
07:11:24 PM   1198.00      0.00   1198.00      0.00      0.00  43400.00      0.00
07:11:25 PM    199.00      0.00    199.00      0.00      0.00   2168.00      0.00
07:11:26 PM    128.00      0.00    128.00      0.00      0.00   1200.00      0.00
07:11:27 PM    118.00      0.00    118.00      0.00      0.00   1368.00      0.00
07:11:28 PM    147.00      0.00    147.00      0.00      0.00   1360.00      0.00
07:11:29 PM    105.00      0.00    105.00      0.00      0.00  12128.00      0.00
07:11:30 PM    219.00      0.00    219.00      0.00      0.00   3608.00      0.00
07:11:31 PM    214.00      0.00    214.00      0.00      0.00   2216.00      0.00
07:11:32 PM    169.00      0.00    169.00      0.00      0.00   1680.00      0.00
07:11:33 PM     58.00      0.00     58.00      0.00      0.00    648.00      0.00
07:11:34 PM     56.00      0.00     56.00      0.00      0.00    760.00      0.00
07:11:35 PM     60.00      0.00     60.00      0.00      0.00    760.00      0.00
07:11:36 PM     95.00      0.00     95.00      0.00      0.00   1496.00      0.00
07:11:37 PM     79.00      0.00     79.00      0.00      0.00    896.00      0.00
07:11:38 PM     68.00      0.00     68.00      0.00      0.00   1056.00      0.00
07:11:39 PM    116.00      0.00    116.00      0.00      0.00  16328.00      0.00
07:11:40 PM     52.00      0.00     52.00      0.00      0.00  24864.00      0.00
07:11:41 PM    441.00      0.00    441.00      0.00      0.00  27064.00      0.00
07:11:42 PM    231.00      0.00    231.00      0.00      0.00   2384.00      0.00
07:11:43 PM    232.00      0.00    232.00      0.00      0.00   2128.00      0.00
07:11:44 PM    269.00      0.00    269.00      0.00      0.00  15416.00      0.00
07:11:45 PM    232.00      0.00    232.00      0.00      0.00   2472.00      0.00
07:11:46 PM    229.00      0.00    229.00      0.00      0.00   2352.00      0.00
07:11:47 PM    170.00      0.00    170.00      0.00      0.00   1792.00      0.00
07:11:48 PM    207.00      0.00    207.00      0.00      0.00   2016.00      0.00
07:11:49 PM    242.00      0.00    242.00      0.00      0.00   2128.00      0.00
07:11:50 PM    191.00      0.00    191.00      0.00      0.00   1976.00      0.00
07:11:51 PM    195.00      0.00    195.00      0.00      0.00   2160.00      0.00
07:11:52 PM    164.00      0.00    164.00      0.00      0.00   1624.00      0.00
07:11:53 PM   1998.00      3.00   1995.00      0.00    512.00 157520.00      0.00
07:11:54 PM    182.00      0.00    182.00      0.00      0.00   1904.00      0.00
07:11:55 PM    231.00      0.00    231.00      0.00      0.00   2256.00      0.00
07:11:56 PM    234.00      0.00    234.00      0.00      0.00   2440.00      0.00
07:11:57 PM    235.00      0.00    235.00      0.00      0.00   2608.00      0.00
07:11:58 PM    216.00      0.00    216.00      0.00      0.00   2120.00      0.00
07:11:59 PM    207.00      0.00    207.00      0.00      0.00   1888.00      0.00
07:12:00 PM    190.00      0.00    190.00      0.00      0.00   1776.00      0.00
07:12:01 PM    207.00      0.00    207.00      0.00      0.00   1912.00      0.00
07:12:02 PM    259.00      0.00    259.00      0.00      0.00   2424.00      0.00
07:12:03 PM    291.00      0.00    291.00      0.00      0.00   2760.00      0.00
07:12:04 PM    234.00      0.00    234.00      0.00      0.00   2024.00      0.00
07:12:05 PM    192.00      0.00    192.00      0.00      0.00   2064.00      0.00
07:12:06 PM    208.00      0.00    208.00      0.00      0.00   2352.00      0.00
07:12:07 PM    244.00      0.00    244.00      0.00      0.00   2472.00      0.00
07:12:08 PM    190.00      1.00    189.00      0.00    240.00   1872.00      0.00
07:12:09 PM    143.00      0.00    143.00      0.00      0.00   1608.00      0.00
07:12:10 PM    351.00      0.00    351.00      0.00      0.00   4016.00      0.00
07:12:11 PM    252.00      3.00    249.00      0.00    536.00   2464.00      0.00
07:12:12 PM    263.00      0.00    263.00      0.00      0.00   2376.00      0.00
07:12:13 PM    142.00      0.00    142.00      0.00      0.00   1448.00      0.00
07:12:14 PM    233.00      0.00    233.00      0.00      0.00  14928.00      0.00
07:12:15 PM    241.00      0.00    241.00      0.00      0.00   2352.00      0.00
07:12:16 PM    213.00      0.00    213.00      0.00      0.00   1896.00      0.00
07:12:17 PM    228.00      0.00    228.00      0.00      0.00   2304.00      0.00
07:12:18 PM    203.00      0.00    203.00      0.00      0.00   2024.00      0.00
07:12:19 PM    316.00      0.00    316.00      0.00      0.00  36480.00      0.00
07:12:20 PM    229.00      0.00    229.00      0.00      0.00   2128.00      0.00
07:12:21 PM    167.00      0.00    167.00      0.00      0.00   1616.00      0.00
07:12:22 PM    286.00      0.00    286.00      0.00      0.00   2920.00      0.00
07:12:23 PM    183.00      0.00    183.00      0.00      0.00   1776.00      0.00
07:12:24 PM   1796.00      0.00   1796.00      0.00      0.00 230704.00      0.00
07:12:25 PM    249.00      0.00    249.00      0.00      0.00   2256.00      0.00
07:12:26 PM    202.00      0.00    202.00      0.00      0.00   2256.00      0.00
07:12:27 PM    298.00      0.00    298.00      0.00      0.00   3256.00      0.00
07:12:28 PM    200.00      0.00    200.00      0.00      0.00   1856.00      0.00
07:12:29 PM    200.00      0.00    200.00      0.00      0.00   2064.00      0.00
07:12:30 PM    299.00      0.00    299.00      0.00      0.00   3032.00      0.00
07:12:31 PM    194.00      0.00    194.00      0.00      0.00   1768.00      0.00
07:12:32 PM    142.00      0.00    142.00      0.00      0.00   1920.00      0.00
07:12:33 PM    206.00      0.00    206.00      0.00      0.00   2000.00      0.00
07:12:34 PM    229.00      0.00    229.00      0.00      0.00   2192.00      0.00
07:12:35 PM    172.00      0.00    172.00      0.00      0.00   1808.00      0.00
07:12:36 PM    170.00      0.00    170.00      0.00      0.00   1712.00      0.00
07:12:37 PM    233.00      0.00    233.00      0.00      0.00   2264.00      0.00
07:12:38 PM    176.00      0.00    176.00      0.00      0.00   1840.00      0.00
07:12:39 PM    487.00      0.00    487.00      0.00      0.00   5024.00      0.00
07:12:40 PM    278.00      0.00    278.00      0.00      0.00   2496.00      0.00
07:12:41 PM    228.00      0.00    228.00      0.00      0.00   2120.00      0.00
07:12:42 PM    155.00      0.00    155.00      0.00      0.00   1512.00      0.00
07:12:43 PM    304.00      0.00    304.00      0.00      0.00   2872.00      0.00
07:12:44 PM    264.00      0.00    264.00      0.00      0.00   2344.00      0.00
07:12:45 PM    236.00      0.00    236.00      0.00      0.00   2280.00      0.00
07:12:46 PM    161.00      0.00    161.00      0.00      0.00   1832.00      0.00
07:12:47 PM    240.00      0.00    240.00      0.00      0.00   2608.00      0.00
07:12:48 PM    177.00      0.00    177.00      0.00      0.00   2136.00      0.00
07:12:49 PM    264.00      0.00    264.00      0.00      0.00   2368.00      0.00
07:12:50 PM    438.00      1.00    437.00      0.00    224.00   4704.00      0.00
07:12:51 PM    187.00      0.00    187.00      0.00      0.00   1768.00      0.00
07:12:52 PM    224.00      0.00    224.00      0.00      0.00   2032.00      0.00
07:12:53 PM   1441.00      1.00   1440.00      0.00    152.00 157072.00      0.00
07:12:54 PM    769.00      0.00    769.00      0.00      0.00 102504.00      0.00
07:12:55 PM    208.00      0.00    208.00      0.00      0.00   1984.00      0.00
07:12:56 PM    244.00      0.00    244.00      0.00      0.00   2464.00      0.00
07:12:57 PM    170.00      0.00    170.00      0.00      0.00   1960.00      0.00
07:12:58 PM    189.00      0.00    189.00      0.00      0.00   1904.00      0.00
07:12:59 PM    158.00      0.00    158.00      0.00      0.00   1672.00      0.00
07:13:00 PM    237.00      0.00    237.00      0.00      0.00   2576.00      0.00
07:13:01 PM    213.00      0.00    213.00      0.00      0.00   1848.00      0.00
07:13:02 PM    240.00      0.00    240.00      0.00      0.00   2296.00      0.00
07:13:03 PM    166.00      0.00    166.00      0.00      0.00   1496.00      0.00
07:13:04 PM    346.00      0.00    346.00      0.00      0.00   3400.00      0.00
07:13:05 PM    139.00      0.00    139.00      0.00      0.00   1392.00      0.00
07:13:06 PM    192.00      0.00    192.00      0.00      0.00   1832.00      0.00
07:13:07 PM    139.00      0.00    139.00      0.00      0.00   1416.00      0.00
07:13:08 PM    181.00      0.00    181.00      0.00      0.00   1936.00      0.00
07:13:09 PM    435.00      0.00    435.00      0.00      0.00  17400.00      0.00
07:13:10 PM     80.00      0.00     80.00      0.00      0.00    904.00      0.00
07:13:11 PM     56.00      0.00     56.00      0.00      0.00   1048.00      0.00
07:13:12 PM     69.00      0.00     69.00      0.00      0.00    960.00      0.00
07:13:13 PM     88.00      0.00     88.00      0.00      0.00   1336.00      0.00
07:13:14 PM    107.00      0.00    107.00      0.00      0.00   1064.00      0.00
07:13:15 PM     64.00      0.00     64.00      0.00      0.00    816.00      0.00
07:13:16 PM     55.00      0.00     55.00      0.00      0.00    768.00      0.00
07:13:17 PM     74.00      0.00     74.00      0.00      0.00    808.00      0.00
07:13:18 PM     73.00      0.00     73.00      0.00      0.00    896.00      0.00
07:13:19 PM    863.00      0.00    863.00      0.00      0.00 124544.00      0.00
07:13:20 PM    306.00      0.00    306.00      0.00      0.00   3584.00      0.00
07:13:21 PM    209.00      0.00    209.00      0.00      0.00   1968.00      0.00
07:13:22 PM    385.00      0.00    385.00      0.00      0.00   3968.00      0.00
07:13:23 PM    150.00      0.00    150.00      0.00      0.00   1552.00      0.00
07:13:24 PM    924.00      0.00    924.00      0.00      0.00  27200.00      0.00
07:13:25 PM    346.00      0.00    346.00      0.00      0.00   3176.00      0.00
07:13:26 PM    249.00      0.00    249.00      0.00      0.00   2032.00      0.00
07:13:27 PM    231.00      0.00    231.00      0.00      0.00   2512.00      0.00
07:13:28 PM    288.00      0.00    288.00      0.00      0.00   3104.00      0.00
07:13:29 PM    259.00      0.00    259.00      0.00      0.00   2648.00      0.00
07:13:30 PM    556.00      0.00    556.00      0.00      0.00   5608.00      0.00
07:13:31 PM    156.00      0.00    156.00      0.00      0.00   1528.00      0.00
07:13:32 PM    226.00      0.00    226.00      0.00      0.00   2280.00      0.00
07:13:33 PM    170.00      0.00    170.00      0.00      0.00   1552.00      0.00
07:13:34 PM    312.00      0.00    312.00      0.00      0.00   3200.00      0.00
07:13:35 PM    252.00      0.00    252.00      0.00      0.00   2304.00      0.00
07:13:36 PM    269.00      0.00    269.00      0.00      0.00   2472.00      0.00
07:13:37 PM    240.00      0.00    240.00      0.00      0.00   2480.00      0.00
07:13:38 PM    249.00      0.00    249.00      0.00      0.00   2312.00      0.00
07:13:39 PM    231.00      0.00    231.00      0.00      0.00   2312.00      0.00
07:13:40 PM    340.00      1.00    339.00      0.00    248.00  15704.00      0.00
07:13:41 PM    544.00      0.00    544.00      0.00      0.00   5176.00      0.00
07:13:42 PM    254.00      0.00    254.00      0.00      0.00   2352.00      0.00
07:13:43 PM    244.00      0.00    244.00      0.00      0.00   2304.00      0.00
07:13:44 PM    174.00      0.00    174.00      0.00      0.00   1784.00      0.00
07:13:45 PM    399.00      0.00    399.00      0.00      0.00  14416.00      0.00
07:13:46 PM    356.00      0.00    356.00      0.00      0.00   3272.00      0.00
07:13:47 PM    249.00      0.00    249.00      0.00      0.00   2432.00      0.00
07:13:48 PM    338.00      0.00    338.00      0.00      0.00   3552.00      0.00
07:13:49 PM    288.00      0.00    288.00      0.00      0.00   2568.00      0.00
07:13:50 PM    460.00      0.00    460.00      0.00      0.00 185128.00      0.00
07:13:51 PM    292.00      0.00    292.00      0.00      0.00  75008.00      0.00
07:13:52 PM   1225.00      0.00   1225.00      0.00      0.00  35768.00      0.00
07:13:53 PM    308.00      0.00    308.00      0.00      0.00   3384.00      0.00
07:13:54 PM   1089.00      0.00   1089.00      0.00      0.00  63120.00      0.00
07:13:55 PM    175.00      0.00    175.00      0.00      0.00   2064.00      0.00
07:13:56 PM    273.00      0.00    273.00      0.00      0.00   3008.00      0.00
07:13:57 PM    191.00      0.00    191.00      0.00      0.00   2048.00      0.00
07:13:58 PM    254.00      0.00    254.00      0.00      0.00   2240.00      0.00
07:13:59 PM    242.00      0.00    242.00      0.00      0.00   2568.00      0.00
07:14:00 PM    295.00      0.00    295.00      0.00      0.00   2744.00      0.00
07:14:01 PM    233.00      0.00    233.00      0.00      0.00   2240.00      0.00
07:14:02 PM    265.00      0.00    265.00      0.00      0.00   2568.00      0.00
07:14:03 PM    239.00      0.00    239.00      0.00      0.00   2280.00      0.00
07:14:04 PM    313.00      0.00    313.00      0.00      0.00   3064.00      0.00
07:14:05 PM    263.00      0.00    263.00      0.00      0.00   2608.00      0.00
07:14:06 PM    192.00      1.00    191.00      0.00    168.00   1976.00      0.00
07:14:07 PM    227.00      0.00    227.00      0.00      0.00   2192.00      0.00
07:14:08 PM    326.00      9.00    317.00      0.00     72.00   3136.00      0.00
07:14:09 PM    432.00      0.00    432.00      0.00      0.00  16600.00      0.00
07:14:10 PM    339.00      0.00    339.00      0.00      0.00   4016.00      0.00
07:14:11 PM    290.00      0.00    290.00      0.00      0.00   3144.00      0.00
07:14:12 PM    255.00      0.00    255.00      0.00      0.00   2600.00      0.00
07:14:13 PM    370.00      0.00    370.00      0.00      0.00   3320.00      0.00
07:14:14 PM    328.00      0.00    328.00      0.00      0.00   3008.00      0.00
07:14:15 PM    477.00      0.00    477.00      0.00      0.00   4984.00      0.00
07:14:16 PM    191.00      0.00    191.00      0.00      0.00   2008.00      0.00
07:14:17 PM    272.00      0.00    272.00      0.00      0.00   2560.00      0.00
07:14:18 PM    199.00      0.00    199.00      0.00      0.00   1888.00      0.00
07:14:19 PM    246.00      0.00    246.00      0.00      0.00   2352.00      0.00
07:14:20 PM    284.00      0.00    284.00      0.00      0.00   2544.00      0.00
07:14:21 PM    201.00      0.00    201.00      0.00      0.00   1864.00      0.00
07:14:22 PM    209.00      0.00    209.00      0.00      0.00   2016.00      0.00
07:14:23 PM    312.00      0.00    312.00      0.00      0.00   3072.00      0.00
07:14:24 PM    743.00      0.00    743.00      0.00      0.00 156696.00      0.00
07:14:25 PM    529.00      0.00    529.00      0.00      0.00 137344.00      0.00
07:14:26 PM    465.00      0.00    465.00      0.00      0.00  17056.00      0.00
07:14:27 PM    242.00      0.00    242.00      0.00      0.00   2432.00      0.00
07:14:28 PM    225.00      0.00    225.00      0.00      0.00   2256.00      0.00
07:14:29 PM    964.00      0.00    964.00      0.00      0.00  29200.00      0.00
07:14:30 PM    421.00      0.00    421.00      0.00      0.00   4512.00      0.00
07:14:31 PM    408.00      6.00    402.00      0.00     56.00   4024.00      0.00
07:14:32 PM    420.00    152.00    268.00      0.00   1680.00   2736.00      0.00
07:14:33 PM    290.00      0.00    290.00      0.00      0.00   2616.00      0.00
07:14:34 PM    312.00      0.00    312.00      0.00      0.00   3016.00      0.00
07:14:35 PM    309.00      0.00    309.00      0.00      0.00   3376.00      0.00
07:14:36 PM    172.00      0.00    172.00      0.00      0.00   1688.00      0.00
07:14:37 PM    454.00      0.00    454.00      0.00      0.00   4472.00      0.00
07:14:38 PM    321.00      0.00    321.00      0.00      0.00   3256.00      0.00
07:14:39 PM    237.00      0.00    237.00      0.00      0.00   2112.00      0.00
07:14:40 PM    257.00      0.00    257.00      0.00      0.00   2640.00      0.00
07:14:41 PM    254.00      0.00    254.00      0.00      0.00  15216.00      0.00
07:14:42 PM    402.00      0.00    402.00      0.00      0.00   3688.00      0.00
07:14:43 PM    238.00      0.00    238.00      0.00      0.00   2280.00      0.00
07:14:44 PM    170.00      0.00    170.00      0.00      0.00   1472.00      0.00
07:14:45 PM    243.00      0.00    243.00      0.00      0.00   2752.00      0.00
07:14:46 PM    228.00      0.00    228.00      0.00      0.00   2152.00      0.00
07:14:47 PM    200.00      0.00    200.00      0.00      0.00   2032.00      0.00
07:14:48 PM    387.00      0.00    387.00      0.00      0.00   3552.00      0.00
07:14:49 PM    310.00      0.00    310.00      0.00      0.00   2840.00      0.00
07:14:50 PM    152.00      0.00    152.00      0.00      0.00   2056.00      0.00
07:14:51 PM    102.00      0.00    102.00      0.00      0.00   1176.00      0.00
07:14:52 PM     35.00      0.00     35.00      0.00      0.00    544.00      0.00
07:14:53 PM    181.00      0.00    181.00      0.00      0.00   1896.00      0.00
07:14:54 PM   1920.00      0.00   1920.00      0.00      0.00 280496.00      0.00
07:14:55 PM     87.00      0.00     87.00      0.00      0.00   1072.00      0.00
07:14:56 PM     67.00      0.00     67.00      0.00      0.00    840.00      0.00
07:14:57 PM    157.00      0.00    157.00      0.00      0.00   2232.00      0.00
07:14:58 PM     56.00      0.00     56.00      0.00      0.00    816.00      0.00
07:14:59 PM    271.00      0.00    271.00      0.00      0.00   2968.00      0.00
07:15:00 PM     49.00      0.00     49.00      0.00      0.00    688.00      0.00
07:15:01 PM     76.00      0.00     76.00      0.00      0.00   1040.00      0.00
07:15:02 PM    480.00    299.00    181.00      0.00  25712.00   2392.00      0.00
07:15:03 PM    537.00    403.00    134.00      0.00  19592.00   2248.00      0.00
07:15:04 PM   1087.00    256.00    831.00      0.00   7360.00   9168.00      0.00
07:15:05 PM    602.00    134.00    468.00      0.00   6424.00   5344.00      0.00
07:15:06 PM    431.00      0.00    431.00      0.00      0.00   4704.00      0.00
07:15:07 PM    333.00      0.00    333.00      0.00      0.00   3248.00      0.00
07:15:08 PM    382.00      1.00    381.00      0.00    256.00   3336.00      0.00
07:15:09 PM    461.00      0.00    461.00      0.00      0.00   4080.00      0.00
07:15:10 PM    479.00      0.00    479.00      0.00      0.00   4616.00      0.00
07:15:11 PM    443.00      0.00    443.00      0.00      0.00   3904.00      0.00
07:15:12 PM    353.00      0.00    353.00      0.00      0.00   3128.00      0.00
07:15:13 PM    388.00      0.00    388.00      0.00      0.00   3656.00      0.00
07:15:14 PM    647.00      0.00    647.00      0.00      0.00   5848.00      0.00
07:15:15 PM    354.00      0.00    354.00      0.00      0.00   3400.00      0.00
07:15:16 PM    374.00      0.00    374.00      0.00      0.00   3272.00      0.00
07:15:17 PM    414.00      0.00    414.00      0.00      0.00   3600.00      0.00
07:15:18 PM    559.00      0.00    559.00      0.00      0.00   6128.00      0.00
07:15:19 PM    397.00      0.00    397.00      0.00      0.00   3432.00      0.00
07:15:20 PM    648.00      0.00    648.00      0.00      0.00   6384.00      0.00
07:15:21 PM    433.00      0.00    433.00      0.00      0.00   3928.00      0.00
07:15:22 PM    365.00      0.00    365.00      0.00      0.00   3368.00      0.00
07:15:23 PM    322.00      0.00    322.00      0.00      0.00   2760.00      0.00
07:15:24 PM    416.00      0.00    416.00      0.00      0.00  16280.00      0.00
07:15:25 PM    634.00      0.00    634.00      0.00      0.00  56696.00      0.00
07:15:26 PM    442.00      3.00    439.00      0.00    528.00  16264.00      0.00
07:15:27 PM    264.00      9.00    255.00      0.00    808.00  15840.00      0.00
07:15:28 PM    374.00     60.00    314.00      0.00   4720.00  16200.00      0.00
07:15:29 PM    488.00     54.00    434.00      0.00   5000.00  16528.00      0.00
07:15:30 PM    770.00     26.00    744.00      0.00   1152.00   7024.00      0.00
07:15:31 PM    392.00     21.00    371.00      0.00   1152.00   7896.00      0.00
07:15:32 PM    175.00      9.00    166.00      0.00    424.00  12688.00      0.00
07:15:33 PM   1048.00    682.00    366.00      0.00  89944.00  14104.00      0.00
07:15:34 PM     28.00      0.00     28.00      0.00      0.00  13824.00      0.00
07:15:35 PM     42.00     14.00     28.00      0.00    896.00  13824.00      0.00
07:15:36 PM   1149.00     84.00   1065.00      0.00   4944.00 425056.00      0.00
07:15:37 PM    499.00    180.00    319.00      0.00  36128.00   3312.00      0.00
07:15:38 PM    319.00     57.00    262.00      0.00  18240.00  15232.00      0.00
07:15:39 PM     94.00     43.00     51.00      0.00   2896.00    680.00      0.00
07:15:40 PM    584.00    491.00     93.00      0.00  61400.00   1440.00      0.00
07:15:41 PM    147.00     10.00    137.00      0.00    560.00   1608.00      0.00
07:15:42 PM    104.00     41.00     63.00      0.00   2936.00    792.00      0.00
07:15:43 PM    319.00     44.00    275.00      0.00   1160.00   3432.00      0.00
07:15:44 PM     80.00      8.00     72.00      0.00    128.00    904.00      0.00
07:15:45 PM     76.00      5.00     71.00      0.00     80.00    912.00      0.00
07:15:46 PM    142.00     33.00    109.00      0.00   1152.00   1944.00      0.00
07:15:47 PM    306.00      4.00    302.00      0.00    256.00   3016.00      0.00
07:15:48 PM    213.00      1.00    212.00      0.00      8.00   2288.00      0.00
07:15:49 PM    359.00      1.00    358.00      0.00      8.00  16232.00      0.00
07:15:50 PM    303.00     13.00    290.00      0.00   1096.00   3448.00      0.00
07:15:51 PM    145.00      4.00    141.00      0.00    168.00   1536.00      0.00
07:15:52 PM    289.00      6.00    283.00      0.00    816.00   2616.00      0.00
07:15:53 PM    124.00     23.00    101.00      0.00   2400.00   1320.00      0.00
07:15:54 PM   1993.00    492.00   1501.00      0.00  70664.00 128112.00      0.00
07:15:55 PM   1088.00     58.00   1030.00      0.00   3024.00  69576.00      0.00
07:15:56 PM    315.00     44.00    271.00      0.00   2120.00   2752.00      0.00
07:15:57 PM    145.00      4.00    141.00      0.00    488.00   1432.00      0.00
07:15:58 PM    151.00      2.00    149.00      0.00     16.00   1472.00      0.00
07:15:59 PM    201.00      0.00    201.00      0.00      0.00   2040.00      0.00
07:16:00 PM    430.00     50.00    380.00      0.00   3944.00   4016.00      0.00
07:16:01 PM    483.00    181.00    302.00      0.00  28048.00   3240.00      0.00
07:16:02 PM    184.00     18.00    166.00      0.00    448.00   1904.00      0.00
07:16:03 PM    289.00     49.00    240.00      0.00   2456.00   2152.00      0.00
07:16:04 PM   1323.00     15.00   1308.00      0.00    776.00  96424.00      0.00
07:16:05 PM    221.00     16.00    205.00      0.00    336.00   2256.00      0.00
07:16:06 PM    217.00     19.00    198.00      0.00   1224.00   2096.00      0.00
07:16:07 PM    246.00     19.00    227.00      0.00    760.00   2400.00      0.00
07:16:08 PM    582.00    393.00    189.00      0.00  37256.00   2080.00      0.00
07:16:09 PM    192.00     16.00    176.00      0.00   1208.00   1760.00      0.00
07:16:10 PM    936.00     28.00    908.00      0.00   1888.00  67496.00      0.00
07:16:11 PM    179.00     11.00    168.00      0.00     88.00   1680.00      0.00
07:16:12 PM    164.00     13.00    151.00      0.00    104.00   1584.00      0.00
07:16:13 PM    174.00     16.00    158.00      0.00    536.00   1776.00      0.00
07:16:14 PM    148.00     14.00    134.00      0.00    112.00   1360.00      0.00
07:16:15 PM    508.00     64.00    444.00      0.00   1280.00   4112.00      0.00
07:16:16 PM    267.00     55.00    212.00      0.00    936.00   2192.00      0.00
07:16:17 PM    280.00     42.00    238.00      0.00    336.00   2248.00      0.00
07:16:18 PM    227.00     59.00    168.00      0.00    488.00   1792.00      0.00
07:16:19 PM    202.00     40.00    162.00      0.00    616.00   1600.00      0.00
07:16:20 PM   3038.00     47.00   2991.00      0.00    400.00 104784.00      0.00
07:16:21 PM    905.00    160.00    745.00      0.00   6072.00  15456.00      0.00
07:16:22 PM   1855.00    347.00   1508.00      0.00  61872.00 125728.00      0.00
07:16:23 PM    533.00    252.00    281.00      0.00  23896.00  52760.00      0.00
07:16:24 PM    668.00    261.00    407.00      0.00  32216.00  56808.00      0.00
07:16:25 PM    332.00     70.00    262.00      0.00   6528.00  55800.00      0.00
07:16:26 PM    390.00    114.00    276.00      0.00   1784.00   3512.00      0.00
07:16:27 PM    761.00    133.00    628.00      0.00   3632.00  49440.00      0.00
07:16:28 PM   1467.00     44.00   1423.00      0.00   1192.00 197288.00      0.00
07:16:29 PM    465.00     98.00    367.00      0.00   1936.00   3888.00      0.00
07:16:30 PM   2167.00     51.00   2116.00      0.00   1336.00 125600.00      0.00
07:16:31 PM   1198.00     45.00   1153.00      0.00   1200.00  53200.00      0.00
07:16:32 PM   1620.00    118.00   1502.00      0.00   2600.00  27200.00      0.00
07:16:33 PM    408.00    105.00    303.00      0.00   2280.00   3344.00      0.00
07:16:34 PM    136.00     31.00    105.00      0.00    256.00   1168.00      0.00
07:16:35 PM    819.00     55.00    764.00      0.00   1032.00  37512.00      0.00
07:16:36 PM    270.00     38.00    232.00      0.00    448.00   2200.00      0.00
07:16:37 PM    527.00     37.00    490.00      0.00    520.00  25904.00      0.00
07:16:38 PM   3310.00    330.00   2980.00      0.00  14480.00 152768.00      0.00
07:16:39 PM   4381.00    576.00   3805.00      0.00  37680.00  69920.00      0.00
07:16:40 PM    535.00    133.00    402.00      0.00   5720.00  18864.00      0.00
07:16:41 PM   1167.00    497.00    670.00      0.00  48056.00  20072.00      0.00
07:16:42 PM    245.00      2.00    243.00      0.00     16.00  24744.00      0.00
07:16:43 PM    233.00    138.00     95.00      0.00   4112.00  24424.00      0.00
07:16:44 PM    424.00    360.00     64.00      0.00  39376.00  24856.00      0.00
07:16:45 PM    192.00    132.00     60.00      0.00  12360.00  24536.00      0.00
07:16:46 PM   4532.00   1549.00   2983.00      0.00 106784.00 446608.00      0.00
07:16:47 PM   7933.00   1498.00   6435.00      0.00 154400.00 217768.00      0.00
07:16:48 PM   2371.00    196.00   2175.00      0.00   4120.00  47728.00      0.00
07:16:49 PM    856.00    478.00    378.00      0.00  27320.00   8272.00      0.00
07:16:50 PM    811.00    385.00    426.00      0.00  28128.00   6360.00      0.00
07:16:51 PM    580.00    261.00    319.00      0.00  21624.00   7784.00      0.00
07:16:52 PM    382.00    317.00     65.00      0.00   9848.00   7304.00      0.00
07:16:53 PM    801.00    203.00    598.00      0.00  11208.00  94072.00      0.00
07:16:54 PM   2938.00   1321.00   1617.00      0.00  57960.00  41736.00      0.00
07:16:55 PM  11171.00   3707.00   7464.00      0.00 359936.00 127568.00      0.00
07:16:56 PM  10817.00   3053.00   7764.00      0.00 218400.00  96784.00      0.00
07:16:57 PM   1674.00    652.00   1022.00      0.00  53736.00  10240.00      0.00
07:16:58 PM  12940.00   2918.00  10022.00      0.00 232240.00 155760.00      0.00
