# started_at=2025-12-14T01:53:18+03:00
# cmd: sar -B 1
# app_pid=1101786

Linux 6.1.0-35-amd64 (WL-c5bd0aca) 	12/14/2025 	_x86_64_	(12 CPU)

01:53:18 AM  pgpgin/s pgpgout/s   fault/s  majflt/s  pgfree/s pgscank/s pgscand/s pgsteal/s    %vmeff
02:02:18 AM      0.00   1088.00 140604.00      0.00 137756.00      0.00      0.00      0.00      0.00
02:02:19 AM      0.00    440.00 134219.00      0.00 109850.00      0.00      0.00      0.00      0.00
02:02:20 AM      0.00    452.00 112073.00      0.00 111734.00      0.00      0.00      0.00      0.00
02:02:21 AM      0.00   1008.00 111703.00      0.00 110487.00      0.00      0.00      0.00      0.00
02:02:22 AM      0.00  20088.00 119140.00      0.00 125093.00      0.00      0.00      0.00      0.00
02:02:23 AM      0.00   1020.00 124662.00      0.00 137840.00      0.00      0.00      0.00      0.00
02:02:24 AM      0.00    580.00 105995.00      0.00  57754.00      0.00      0.00      0.00      0.00
02:02:25 AM      0.00    796.00 108908.00      0.00 139652.00      0.00      0.00      0.00      0.00
02:02:26 AM      0.00    660.00 124041.00      0.00 123819.00      0.00      0.00      0.00      0.00
02:02:27 AM      0.00    912.00 121833.00      0.00  94718.00      0.00      0.00      0.00      0.00
02:02:28 AM      0.00   2628.00 113905.00      0.00 103830.00      0.00      0.00      0.00      0.00
02:02:29 AM      0.00    952.00 127480.00      0.00  89707.00      0.00      0.00      0.00      0.00
02:02:30 AM      0.00    716.00 128121.00      0.00 308964.00      0.00      0.00      0.00      0.00
02:02:31 AM      0.00   1108.00 118352.00      0.00 114977.00      0.00      0.00      0.00      0.00
02:02:32 AM      0.00   1080.00 120630.00      0.00  92737.00      0.00      0.00      0.00      0.00
02:02:33 AM      0.00   1764.00 114298.00      0.00 116094.00      0.00      0.00      0.00      0.00
02:02:34 AM      0.00    736.00 112603.00      0.00  91746.00      0.00      0.00      0.00      0.00
02:02:35 AM      0.00   1344.00 119671.00      0.00 143431.00      0.00      0.00      0.00      0.00
02:02:36 AM      0.00    608.00 133480.00      0.00 113113.00      0.00      0.00      0.00      0.00
02:02:37 AM      0.00    840.00 143329.00      0.00 111351.00      0.00      0.00      0.00      0.00
02:02:38 AM      0.00    900.00 126704.00      0.00 218854.00      0.00      0.00      0.00      0.00
02:02:39 AM      0.00    588.00 113526.00      0.00 115685.00      0.00      0.00      0.00      0.00
02:02:40 AM      0.00   2456.00 111061.00      0.00 112932.00      0.00      0.00      0.00      0.00
02:02:41 AM      0.00    992.00 114467.00      0.00 100595.00      0.00      0.00      0.00      0.00
02:02:42 AM      0.00  18360.00 122175.00      0.00 100264.00      0.00      0.00      0.00      0.00
02:02:43 AM      0.00   1052.00 145560.00      0.00 144879.00      0.00      0.00      0.00      0.00
02:02:44 AM      0.00    872.00 160224.00      0.00 117043.00      0.00      0.00      0.00      0.00
02:02:45 AM      0.00   1888.00 115393.00      0.00 131888.00      0.00      0.00      0.00      0.00
02:02:46 AM      0.00   1028.00 123897.00      0.00 114867.00      0.00      0.00      0.00      0.00
02:02:47 AM      0.00   8308.00 125688.00      0.00 114150.00      0.00      0.00      0.00      0.00
02:02:48 AM      0.00    680.00 104193.00      0.00  73299.00      0.00      0.00      0.00      0.00
02:02:49 AM      0.00   1060.00 111585.00      0.00 111885.00      0.00      0.00      0.00      0.00
02:02:50 AM      0.00   1900.00 150330.00      0.00 146590.00      0.00      0.00      0.00      0.00
02:02:51 AM      0.00   1283.17 122444.55      0.00 121287.13      0.00      0.00      0.00      0.00
02:02:52 AM      0.00    928.00 139272.00      1.00 100870.00      0.00      0.00      0.00      0.00
02:02:53 AM      0.00   1056.00 119349.00      0.00 134928.00      0.00      0.00      0.00      0.00
02:02:54 AM      0.00   1364.00 129144.00      0.00 115936.00      0.00      0.00      0.00      0.00
02:02:55 AM      0.00    540.00 116601.00      0.00  86845.00      0.00      0.00      0.00      0.00
02:02:56 AM      0.00   2020.00 108581.00      0.00 125089.00      0.00      0.00      0.00      0.00
02:02:57 AM      0.00   1044.00 113053.00      0.00 116576.00      0.00      0.00      0.00      0.00
02:02:58 AM      0.00    864.00 117078.00      1.00  90719.00      0.00      0.00      0.00      0.00
02:02:59 AM      0.00    584.00 107220.00      0.00 125214.00      0.00      0.00      0.00      0.00
02:03:00 AM      0.00    652.00 109641.00      0.00  92833.00      0.00      0.00      0.00      0.00
02:03:01 AM      0.00  29372.00  93771.00      0.00  70606.00      0.00      0.00      0.00      0.00
02:03:02 AM      0.00   1628.00 116702.00      0.00 133490.00      0.00      0.00      0.00      0.00
02:03:03 AM      0.00    696.00 115284.00      0.00  96476.00      0.00      0.00      0.00      0.00
02:03:04 AM      0.00    860.00 121617.00      0.00 112477.00      0.00      0.00      0.00      0.00
02:03:05 AM      0.00   1128.00 116825.00      0.00 134115.00      0.00      0.00      0.00      0.00
02:03:06 AM      0.00    620.00 111210.00      0.00  89401.00      0.00      0.00      0.00      0.00
02:03:07 AM      0.00    916.00 130156.00      0.00 441049.00      0.00      0.00      0.00      0.00
02:03:08 AM      0.00    848.00 115464.00      0.00 104384.00      0.00      0.00      0.00      0.00
02:03:09 AM      0.00    860.00 116125.00      0.00 124934.00      0.00      0.00      0.00      0.00
02:03:10 AM      0.00    680.00 113491.00      0.00  87555.00      0.00      0.00      0.00      0.00
02:03:11 AM      0.00   1076.00 109159.00      0.00 119028.00      0.00      0.00      0.00      0.00
02:03:12 AM      0.00   2596.00 121993.00      0.00 101064.00      0.00      0.00      0.00      0.00
02:03:13 AM      0.00    608.00 142537.00      0.00 107953.00      0.00      0.00      0.00      0.00
02:03:14 AM      0.00    652.00 122817.00      0.00  93624.00      0.00      0.00      0.00      0.00
02:03:15 AM      0.00    900.00 118293.00      0.00 146379.00      0.00      0.00      0.00      0.00
02:03:16 AM      0.00    664.00 110094.00      0.00 104714.00      0.00      0.00      0.00      0.00
02:03:17 AM      0.00   8600.00 115735.00      0.00 103872.00      0.00      0.00      0.00      0.00
02:03:18 AM      0.00    708.00 112049.00      0.00 103489.00      0.00      0.00      0.00      0.00
02:03:19 AM      0.00    992.00 127325.00      0.00 231736.00      0.00      0.00      0.00      0.00
02:03:20 AM      0.00    660.00 139328.00      0.00 137516.00      0.00      0.00      0.00      0.00
02:03:21 AM      0.00    852.00 126681.00      0.00  78632.00      0.00      0.00      0.00      0.00
02:03:22 AM      0.00  18976.00 116756.00      0.00 134927.00      0.00      0.00      0.00      0.00
02:03:23 AM      0.00   2124.00 119915.00      0.00 115884.00      0.00      0.00      0.00      0.00
02:03:24 AM      0.00    932.00 123684.00      0.00 117343.00      0.00      0.00      0.00      0.00
02:03:25 AM      0.00    668.00 111136.00      0.00  86545.00      0.00      0.00      0.00      0.00
02:03:26 AM      0.00   1136.00 119765.00      0.00 144281.00      0.00      0.00      0.00      0.00
02:03:27 AM      0.00   1200.00 123967.00      0.00  80997.00      0.00      0.00      0.00      0.00
02:03:28 AM      0.00   1540.00 112057.00      0.00 115659.00      0.00      0.00      0.00      0.00
02:03:29 AM      0.00    980.00 116879.00      0.00 117262.00      0.00      0.00      0.00      0.00
02:03:30 AM      0.00   1300.00 122870.00      0.00 120165.00      0.00      0.00      0.00      0.00
02:03:31 AM      0.00    900.00 111327.00      0.00 108020.00      0.00      0.00      0.00      0.00
02:03:32 AM      0.00   7836.00 120892.00      0.00 105861.00      0.00      0.00      0.00      0.00
02:03:33 AM      0.00    688.00 113545.00      0.00  98516.00      0.00      0.00      0.00      0.00
02:03:34 AM      0.00   2352.00 119895.00      0.00 112049.00      0.00      0.00      0.00      0.00
02:03:35 AM      0.00    680.00 118068.00      0.00 109271.00      0.00      0.00      0.00      0.00
02:03:36 AM      0.00   1328.00 137013.00      0.00 157894.00      0.00      0.00      0.00      0.00
02:03:37 AM      0.00    668.00 119118.00      0.00 108434.00      0.00      0.00      0.00      0.00
02:03:38 AM      0.00    728.00 122533.00      0.00  74088.00      0.00      0.00      0.00      0.00
02:03:39 AM      0.00   2020.00 122153.00      0.00 145740.00      0.00      0.00      0.00      0.00
02:03:40 AM      0.00    548.00 123314.00      0.00 111788.00      0.00      0.00      0.00      0.00
02:03:41 AM      0.00    680.00 122015.00      0.00 135114.00      0.00      0.00      0.00      0.00
02:03:42 AM      0.00  17370.30 114143.56      0.00  99288.12      0.00      0.00      0.00      0.00
02:03:43 AM      0.00   2300.00 129813.00      0.00 119933.00      0.00      0.00      0.00      0.00
02:03:44 AM      0.00   1636.00 126198.00      0.00 115943.00      0.00      0.00      0.00      0.00
02:03:45 AM      0.00    616.00 110775.00      0.00 104419.00      0.00      0.00      0.00      0.00
02:03:46 AM      0.00   1128.00 120981.00      0.00 115263.00      0.00      0.00      0.00      0.00
02:03:47 AM      0.00    528.00 119185.00      0.00  95890.00      0.00      0.00      0.00      0.00
02:03:48 AM      0.00   1024.00 115233.00      0.00 116780.00      0.00      0.00      0.00      0.00
02:03:49 AM      0.00    568.00 120491.00      0.00 110948.00      0.00      0.00      0.00      0.00
02:03:50 AM      0.00   2164.00 111904.00      0.00 113601.00      0.00      0.00      0.00      0.00
02:03:51 AM      0.00    776.00 123842.00      0.00  97588.00      0.00      0.00      0.00      0.00
02:03:52 AM      0.00    680.00 119864.00      0.00 428582.00      0.00      0.00      0.00      0.00
02:03:53 AM      0.00   8052.00 122921.00      0.00 149108.00      0.00      0.00      0.00      0.00
02:03:54 AM      0.00    788.00 128342.00      0.00  77158.00      0.00      0.00      0.00      0.00
02:03:55 AM      0.00   1204.00 121611.00      0.00 126934.00      0.00      0.00      0.00      0.00
02:03:56 AM      0.00    668.00 114460.00      0.00 108478.00      0.00      0.00      0.00      0.00
02:03:57 AM    128.00   1452.00 135606.00      0.00 117418.00      0.00      0.00      0.00      0.00
02:03:58 AM      0.00    960.00 115531.00      0.00 113338.00      0.00      0.00      0.00      0.00
02:03:59 AM      0.00  18444.00 107842.00      0.00 107778.00      0.00      0.00      0.00      0.00
02:04:00 AM      0.00   2364.00 118372.00      0.00 194458.00      0.00      0.00      0.00      0.00
02:04:01 AM      0.00   1420.00 121528.00      0.00 108662.00      0.00      0.00      0.00      0.00
02:04:02 AM      0.00  15144.00 117614.00      0.00 129660.00      0.00      0.00      0.00      0.00
02:04:03 AM      0.00    580.00 120007.00      0.00 104657.00      0.00      0.00      0.00      0.00
02:04:04 AM      0.00    740.00 114735.00      0.00 121226.00      0.00      0.00      0.00      0.00
02:04:05 AM      0.00   1204.00 117293.00      0.00  94725.00      0.00      0.00      0.00      0.00
02:04:06 AM      0.00    600.00 116577.00      0.00  88953.00      0.00      0.00      0.00      0.00
02:04:07 AM      0.00    796.00 119578.00      0.00 110147.00      0.00      0.00      0.00      0.00
02:04:08 AM      0.00    600.00 128244.00      0.00 139877.00      0.00      0.00      0.00      0.00
02:04:09 AM      0.00   1128.00 119011.00      0.00 122970.00      0.00      0.00      0.00      0.00
02:04:10 AM      0.00    668.00 117449.00      0.00 109823.00      0.00      0.00      0.00      0.00
02:04:11 AM      0.00    720.00 145619.00      0.00 102478.00      0.00      0.00      0.00      0.00
02:04:12 AM      0.00   2460.00 124579.00      0.00 116775.00      0.00      0.00      0.00      0.00
02:04:13 AM      0.00    672.00 115691.00      0.00 108889.00      0.00      0.00      0.00      0.00
02:04:14 AM      0.00    672.00 131936.00      0.00 128046.00      0.00      0.00      0.00      0.00
02:04:15 AM      0.00   1104.00  99159.00      0.00 109973.00      0.00      0.00      0.00      0.00
02:04:16 AM      0.00    752.00 118714.00      0.00 281922.00      0.00      0.00      0.00      0.00
02:04:17 AM      0.00    572.00 111150.00      0.00 103381.00      0.00      0.00      0.00      0.00
02:04:18 AM      0.00   1556.00 122438.00      0.00 113985.00      0.00      0.00      0.00      0.00
02:04:19 AM      0.00   1148.00 114547.00      0.00 111302.00      0.00      0.00      0.00      0.00
02:04:20 AM      0.00    764.00 142367.00      0.00  97448.00      0.00      0.00      0.00      0.00
02:04:21 AM      0.00    972.00 114153.00      0.00 114538.00      0.00      0.00      0.00      0.00
02:04:22 AM      0.00  25224.00  99641.00      0.00 100465.00      0.00      0.00      0.00      0.00
02:04:23 AM      0.00   1792.00 137903.00      0.00 114737.00      0.00      0.00      0.00      0.00
02:04:24 AM      0.00    620.00 113077.00      0.00 139127.00      0.00      0.00      0.00      0.00
02:04:25 AM      0.00    928.00 121563.00      0.00 115910.00      0.00      0.00      0.00      0.00
02:04:26 AM      0.00    984.00 118505.00      0.00  97423.00      0.00      0.00      0.00      0.00
02:04:27 AM      0.00    760.00 115111.00      0.00 108650.00      0.00      0.00      0.00      0.00
02:04:28 AM      0.00    720.00 116602.00      0.00 110893.00      0.00      0.00      0.00      0.00
02:04:29 AM      0.00   1288.00 128019.00      0.00  74193.00      0.00      0.00      0.00      0.00
02:04:30 AM      0.00   2616.00 123044.00      0.00 145162.00      0.00      0.00      0.00      0.00
02:04:31 AM      0.00    708.00 106951.00      0.00  78384.00      0.00      0.00      0.00      0.00
02:04:32 AM      0.00   1072.00 123972.00      0.00 140841.00      0.00      0.00      0.00      0.00
02:04:33 AM      0.00   1336.00 101701.00      0.00  63598.00      0.00      0.00      0.00      0.00
02:04:34 AM      0.00    832.00 116527.00      0.00 129531.00      0.00      0.00      0.00      0.00
02:04:35 AM      0.00   1624.00 108130.00      0.00  88959.00      0.00      0.00      0.00      0.00
02:04:36 AM      0.00   1348.00 130216.00      0.00 350766.00      0.00      0.00      0.00      0.00
02:04:37 AM      0.00    644.00 119709.00      0.00 102716.00      0.00      0.00      0.00      0.00
02:04:38 AM      0.00    564.00 114885.00      0.00 104834.00      0.00      0.00      0.00      0.00
02:04:39 AM      0.00    548.00 117813.00      0.00 113054.00      0.00      0.00      0.00      0.00
02:04:40 AM      0.00   1020.00 115638.00      0.00 131463.00      0.00      0.00      0.00      0.00
02:04:41 AM      0.00   1786.14 115335.64      0.00  85869.31      0.00      0.00      0.00      0.00
02:04:42 AM      0.00    836.00 117724.00      0.00 102418.00      0.00      0.00      0.00      0.00
02:04:43 AM      0.00  18608.00 135930.00      0.00 154681.00      0.00      0.00      0.00      0.00
02:04:44 AM      0.00    908.00 135930.00      0.00 124676.00      0.00      0.00      0.00      0.00
02:04:45 AM      0.00    520.00 113863.00      0.00 104593.00      0.00      0.00      0.00      0.00
02:04:46 AM      0.00    720.00 117742.00      0.00  97841.00      0.00      0.00      0.00      0.00
02:04:47 AM      0.00    740.00 118745.00      0.00 116132.00      0.00      0.00      0.00      0.00
02:04:48 AM      0.00    852.00 118020.00      0.00 106938.00      0.00      0.00      0.00      0.00
02:04:49 AM      0.00    884.00 111525.00      0.00 102441.00      0.00      0.00      0.00      0.00
02:04:50 AM      0.00   1056.00 127079.00      0.00 269805.00      0.00      0.00      0.00      0.00
02:04:51 AM      0.00   2056.00 106200.00      0.00  97896.00      0.00      0.00      0.00      0.00
02:04:52 AM      0.00    868.00 116390.00      0.00 107349.00      0.00      0.00      0.00      0.00
02:04:53 AM      0.00   7928.00 124704.00      0.00  92280.00      0.00      0.00      0.00      0.00
02:04:54 AM      0.00   1080.00 114974.00      0.00 125064.00      0.00      0.00      0.00      0.00
02:04:55 AM      0.00    720.00 112053.00      0.00  85718.00      0.00      0.00      0.00      0.00
02:04:56 AM      0.00    704.00 148351.00      0.00 141222.00      0.00      0.00      0.00      0.00
02:04:57 AM      0.00   2356.00 148430.00      0.00  98033.00      0.00      0.00      0.00      0.00
02:04:58 AM      0.00   1508.00 110760.00      0.00 153661.00      0.00      0.00      0.00      0.00
02:04:59 AM      0.00   1040.00 113294.00      0.00  82865.00      0.00      0.00      0.00      0.00
02:05:00 AM      0.00    788.00 118356.00      0.00  94621.00      0.00      0.00      0.00      0.00
02:05:01 AM      0.00    700.00 115969.00      0.00 113734.00      0.00      0.00      0.00      0.00
02:05:02 AM      0.00  29888.00 127319.00      0.00 143916.00      0.00      0.00      0.00      0.00
02:05:03 AM      0.00    668.00 123333.00      0.00  97627.00      0.00      0.00      0.00      0.00
02:05:04 AM      0.00    576.00 125404.00      0.00 129493.00      0.00      0.00      0.00      0.00
02:05:05 AM      0.00    456.00 119125.00      0.00 118592.00      0.00      0.00      0.00      0.00
02:05:06 AM      0.00   1228.00 145828.00      0.00 290567.00      0.00      0.00      0.00      0.00
02:05:07 AM      0.00   1684.00 118097.00      0.00 122558.00      0.00      0.00      0.00      0.00
02:05:08 AM      0.00    780.00 115278.00      0.00  92305.00      0.00      0.00      0.00      0.00
02:05:09 AM      0.00    732.00 100212.00      0.00 106142.00      0.00      0.00      0.00      0.00
02:05:10 AM      0.00   1212.00 106204.00      0.00 102989.00      0.00      0.00      0.00      0.00
02:05:11 AM      0.00    516.00 130284.00      0.00 117168.00      0.00      0.00      0.00      0.00
02:05:12 AM      0.00    908.00 138767.00      0.00  95573.00      0.00      0.00      0.00      0.00
02:05:13 AM      0.00   1084.00 115307.00      0.00 143399.00      0.00      0.00      0.00      0.00
02:05:14 AM      0.00   1740.00 106434.00      0.00  94419.00      0.00      0.00      0.00      0.00
02:05:15 AM      0.00    652.00 114502.00      0.00 114518.00      0.00      0.00      0.00      0.00
02:05:16 AM      0.00    704.00 139068.00      0.00  93047.00      0.00      0.00      0.00      0.00
02:05:17 AM      0.00    748.00 110358.00      0.00 122933.00      0.00      0.00      0.00      0.00
02:05:18 AM      0.00    720.00 113368.00      0.00 102265.00      0.00      0.00      0.00      0.00
02:05:19 AM      0.00    844.00 115792.00      0.00  98166.00      0.00      0.00      0.00      0.00
02:05:20 AM      0.00   1020.00 119497.00      0.00 117777.00      0.00      0.00      0.00      0.00
02:05:21 AM      0.00   1817.82 116469.31      0.00  97102.97      0.00      0.00      0.00      0.00
02:05:22 AM      0.00    944.00 115054.00      0.00 118729.00      0.00      0.00      0.00      0.00
02:05:23 AM      0.00  18464.00 117467.00      0.00 111600.00      0.00      0.00      0.00      0.00
02:05:24 AM      0.00   1296.00 150712.00      0.00 129719.00      0.00      0.00      0.00      0.00
02:05:25 AM      0.00    996.00 120668.00      0.00 134015.00      0.00      0.00      0.00      0.00
02:05:26 AM      0.00   2120.00 107284.00      0.00  89186.00      0.00      0.00      0.00      0.00
02:05:27 AM      0.00   1108.00 122810.00      0.00 126347.00      0.00      0.00      0.00      0.00
02:05:28 AM      0.00   7400.00 115152.00      0.00 120708.00      0.00      0.00      0.00      0.00
02:05:29 AM      0.00    720.00 114929.00      0.00 105470.00      0.00      0.00      0.00      0.00
02:05:30 AM      0.00    780.00 118628.00      0.00 111140.00      0.00      0.00      0.00      0.00
02:05:31 AM      0.00   1356.00 150548.00      0.00 128413.00      0.00      0.00      0.00      0.00
02:05:32 AM      0.00   1092.00 149419.00      0.00 112674.00      0.00      0.00      0.00      0.00
02:05:33 AM      0.00   7716.00 109488.00      0.00 112360.00      0.00      0.00      0.00      0.00
02:05:34 AM      0.00   1072.00 114399.00      0.00 135813.00      0.00      0.00      0.00      0.00
02:05:35 AM      0.00    668.00 126054.00      0.00  95419.00      0.00      0.00      0.00      0.00
02:05:36 AM      0.00   2160.00 117104.00      0.00 111441.00      0.00      0.00      0.00      0.00
02:05:37 AM      0.00   1092.00 123410.00      0.00 152545.00      0.00      0.00      0.00      0.00
02:05:38 AM      0.00   1008.00 113556.00      0.00 411006.00      0.00      0.00      0.00      0.00
02:05:39 AM      0.00    640.00 117609.00      0.00 116463.00      0.00      0.00      0.00      0.00
02:05:40 AM      0.00    788.00 116712.00      0.00 106366.00      0.00      0.00      0.00      0.00
02:05:41 AM      0.00    620.00 114868.00      0.00 102888.00      0.00      0.00      0.00      0.00
02:05:42 AM      0.00   1464.00 129958.00      0.00  78627.00      0.00      0.00      0.00      0.00
02:05:43 AM      0.00   1076.00 122839.00      0.00 135762.00      0.00      0.00      0.00      0.00
02:05:44 AM      0.00  24024.00 129510.00      0.00 134987.00      0.00      0.00      0.00      0.00
02:05:45 AM      0.00    612.00 128054.00      0.00  81739.00      0.00      0.00      0.00      0.00
02:05:46 AM      0.00   1196.00 129848.00      0.00 105192.00      0.00      0.00      0.00      0.00
02:05:47 AM      0.00   2200.00 126679.00      0.00 129774.00      0.00      0.00      0.00      0.00
02:05:48 AM      0.00    992.00 122096.00      0.00 108141.00      0.00      0.00      0.00      0.00
02:05:49 AM      0.00   6848.00 116766.00      0.00 119252.00      0.00      0.00      0.00      0.00
02:05:50 AM      0.00    724.00 119717.00      0.00  89936.00      0.00      0.00      0.00      0.00
02:05:51 AM      0.00   1008.00 127359.00      0.00 127785.00      0.00      0.00      0.00      0.00
02:05:52 AM      0.00   1196.00 122293.00      0.00 115253.00      0.00      0.00      0.00      0.00
02:05:53 AM      0.00   1004.00 135191.00      0.00 118899.00      0.00      0.00      0.00      0.00
02:05:54 AM      0.00   7904.00 119164.00      0.00 115685.00      0.00      0.00      0.00      0.00
02:05:55 AM      0.00    880.00 121141.00      0.00 108723.00      0.00      0.00      0.00      0.00
02:05:56 AM      0.00    608.00 124356.00      0.00 113282.00      0.00      0.00      0.00      0.00
02:05:57 AM      0.00   2268.00 117432.00      0.00 132151.00      0.00      0.00      0.00      0.00
02:05:58 AM      0.00    952.00 154006.00      0.00 105114.00      0.00      0.00      0.00      0.00
02:05:59 AM      0.00   1652.00 113712.00      0.00 125140.00      0.00      0.00      0.00      0.00
02:06:00 AM      0.00   1704.00 138866.00      0.00  91834.00      0.00      0.00      0.00      0.00
02:06:01 AM      0.00    868.00 111859.00      0.00 349377.00      0.00      0.00      0.00      0.00
02:06:02 AM      0.00   1132.00 104234.00      0.00 152248.00      0.00      0.00      0.00      0.00
02:06:03 AM      0.00  32044.00 144231.00      0.00 106245.00      0.00      0.00      0.00      0.00
02:06:04 AM      0.00   1076.00 120556.00      0.00 165861.00      0.00      0.00      0.00      0.00
02:06:05 AM      0.00    636.00 112340.00      0.00  98972.00      0.00      0.00      0.00      0.00
02:06:06 AM      0.00    680.00 117814.00      0.00 118751.00      0.00      0.00      0.00      0.00
02:06:07 AM      0.00    704.00 113161.00      0.00  92576.00      0.00      0.00      0.00      0.00
02:06:08 AM      0.00   1996.00 142973.00      0.00 112179.00      0.00      0.00      0.00      0.00
02:06:09 AM      0.00    796.00 118359.00      0.00 114911.00      0.00      0.00      0.00      0.00
02:06:10 AM      0.00   1076.00 121468.00      0.00 111759.00      0.00      0.00      0.00      0.00
02:06:11 AM      0.00    796.00 123172.00      0.00 103052.00      0.00      0.00      0.00      0.00
02:06:12 AM      0.00    716.00 121389.00      0.00 107160.00      0.00      0.00      0.00      0.00
02:06:13 AM      0.00   1308.00 117973.00      0.00 117169.00      0.00      0.00      0.00      0.00
02:06:14 AM      0.00   2016.00 115725.00      0.00  95540.00      0.00      0.00      0.00      0.00
02:06:15 AM      0.00    844.00 116320.00      0.00 116723.00      0.00      0.00      0.00      0.00
02:06:16 AM      0.00    840.00 125679.00      0.00  98548.00      0.00      0.00      0.00      0.00
02:06:17 AM      0.00   1040.00 121684.00      0.00 126505.00      0.00      0.00      0.00      0.00
02:06:18 AM      0.00    836.00 117810.00      0.00  87497.00      0.00      0.00      0.00      0.00
02:06:19 AM      0.00   1232.00 126593.00      0.00 150420.00      0.00      0.00      0.00      0.00
02:06:20 AM      0.00   1308.00 121511.00      0.00  98623.00      0.00      0.00      0.00      0.00
02:06:21 AM      0.00    948.00 124166.00      0.00 112219.00      0.00      0.00      0.00      0.00
02:06:22 AM      0.00    824.00 106541.00      0.00 101765.00      0.00      0.00      0.00      0.00
02:06:23 AM      0.00  26732.00 120576.00      0.00 114359.00      0.00      0.00      0.00      0.00
02:06:24 AM      0.00   4980.00 112627.00      0.00 113631.00      0.00      0.00      0.00      0.00
02:06:25 AM      0.00   1180.00 127485.00      0.00 128363.00      0.00      0.00      0.00      0.00
02:06:26 AM      0.00    864.00 115465.00      0.00  82515.00      0.00      0.00      0.00      0.00
02:06:27 AM      0.00    860.00 124006.00      0.00 356235.00      0.00      0.00      0.00      0.00
02:06:28 AM      0.00   1084.00 111249.00      0.00 108960.00      0.00      0.00      0.00      0.00
02:06:29 AM      0.00   1136.00 124989.00      0.00 110127.00      0.00      0.00      0.00      0.00
02:06:30 AM      0.00   2600.00 126682.00      0.00 107517.00      0.00      0.00      0.00      0.00
02:06:31 AM      0.00    840.00 117797.00      0.00 114434.00      0.00      0.00      0.00      0.00
02:06:32 AM      0.00    700.00 121107.00      0.00 107598.00      0.00      0.00      0.00      0.00
02:06:33 AM      0.00   1756.00 114954.00      0.00 110899.00      0.00      0.00      0.00      0.00
02:06:34 AM      0.00   1180.00 130749.00      0.00  77716.00      0.00      0.00      0.00      0.00
02:06:35 AM      0.00   2340.00 126627.00      0.00 213606.00      0.00      0.00      0.00      0.00
02:06:36 AM      0.00    736.00 121778.00      0.00 122074.00      0.00      0.00      0.00      0.00
02:06:37 AM      0.00    932.00 126621.00      0.00 115541.00      0.00      0.00      0.00      0.00
02:06:38 AM      0.00    744.00 119378.00      0.00 109934.00      0.00      0.00      0.00      0.00
02:06:39 AM      0.00   8384.00 123787.00      0.00 114426.00      0.00      0.00      0.00      0.00
02:06:40 AM      0.00    912.00 106236.00      0.00 115665.00      0.00      0.00      0.00      0.00
02:06:41 AM      0.00    760.00 119947.00      0.00 111840.00      0.00      0.00      0.00      0.00
02:06:42 AM      0.00   1136.00 119927.00      0.00  78538.00      0.00      0.00      0.00      0.00
02:06:43 AM      0.00    681.19 138106.93      0.00 214747.52      0.00      0.00      0.00      0.00
02:06:44 AM      0.00  23152.00 142362.00      0.00 127725.00      0.00      0.00      0.00      0.00
02:06:45 AM      0.00   1972.00 116074.00      0.00 112529.00      0.00      0.00      0.00      0.00
02:06:46 AM      0.00   1308.00 150059.00      0.00 138716.00      0.00      0.00      0.00      0.00
02:06:47 AM      0.00    944.00 120196.00      0.00 111370.00      0.00      0.00      0.00      0.00
02:06:48 AM      0.00    672.00 119444.00      0.00 122182.00      0.00      0.00      0.00      0.00
02:06:49 AM      0.00   1280.00 112585.00      0.00  87601.00      0.00      0.00      0.00      0.00
02:06:50 AM      0.00    988.00 120412.00      0.00 125433.00      0.00      0.00      0.00      0.00
02:06:51 AM      0.00   2100.00 120418.00      0.00 105646.00      0.00      0.00      0.00      0.00
02:06:52 AM      0.00    760.00 113666.00      0.00  99936.00      0.00      0.00      0.00      0.00
02:06:53 AM      0.00    960.00 119474.00      0.00 104743.00      0.00      0.00      0.00      0.00
02:06:54 AM      0.00   8012.00 122771.00      0.00  91464.00      0.00      0.00      0.00      0.00
02:06:55 AM      0.00   1208.00 142919.00      0.00 146260.00      0.00      0.00      0.00      0.00
02:06:56 AM      0.00   1024.00 114521.00      0.00 104466.00      0.00      0.00      0.00      0.00
02:06:57 AM      0.00   2440.00 120913.00      0.00 123119.00      0.00      0.00      0.00      0.00
02:06:58 AM      0.00   1144.00 117423.00      0.00  99323.00      0.00      0.00      0.00      0.00
02:06:59 AM      0.00    940.00 120167.00      0.00 103773.00      0.00      0.00      0.00      0.00
02:07:00 AM      0.00    916.00 129244.00      0.00 126896.00      0.00      0.00      0.00      0.00
02:07:01 AM      0.00    960.00 126996.00      0.00 294382.00      0.00      0.00      0.00      0.00
02:07:02 AM      0.00   1952.00 130049.00      0.00 117093.00      0.00      0.00      0.00      0.00
02:07:03 AM      0.00  32400.00 128799.00      0.00 136822.00      0.00      0.00      0.00      0.00
02:07:04 AM      0.00    924.00 118802.00      0.00 107129.00      0.00      0.00      0.00      0.00
02:07:05 AM      0.00    944.00 116432.00      0.00 124056.00      0.00      0.00      0.00      0.00
02:07:06 AM      0.00   1280.00 128021.00      0.00 127465.00      0.00      0.00      0.00      0.00
02:07:07 AM      0.00   1028.00 116007.00      0.00  86788.00      0.00      0.00      0.00      0.00
02:07:08 AM      0.00    756.00 120883.00      0.00  74615.00      0.00      0.00      0.00      0.00
