# started_at=2025-12-14T01:53:18+03:00
# cmd: sar -b 1
# app_pid=1101786

Linux 6.1.0-35-amd64 (WL-c5bd0aca) 	12/14/2025 	_x86_64_	(12 CPU)

01:53:18 AM       tps      rtps      wtps      dtps   bread/s   bwrtn/s   bdscd/s
02:02:45 AM    367.00      0.00    367.00      0.00      0.00   3776.00      0.00
02:02:46 AM    162.00      0.00    162.00      0.00      0.00   2080.00      0.00
02:02:47 AM    330.00      0.00    330.00      0.00      0.00  16592.00      0.00
02:02:48 AM     97.00      0.00     97.00      0.00      0.00   1360.00      0.00
02:02:49 AM    147.00      0.00    147.00      0.00      0.00   2120.00      0.00
02:02:50 AM    358.00      0.00    358.00      0.00      0.00   3800.00      0.00
02:02:51 AM    159.00      0.00    159.00      0.00      0.00   2592.00      0.00
02:02:52 AM    130.00      0.00    130.00      0.00      0.00   1928.00      0.00
02:02:53 AM    162.00      0.00    162.00      0.00      0.00   2168.00      0.00
02:02:54 AM    176.00      0.00    176.00      0.00      0.00   2624.00      0.00
02:02:55 AM     82.00      0.00     82.00      0.00      0.00   1056.00      0.00
02:02:56 AM    398.00      0.00    398.00      0.00      0.00   4088.00      0.00
02:02:57 AM    148.51      0.00    148.51      0.00      0.00   2138.61      0.00
02:02:58 AM    106.00      0.00    106.00      0.00      0.00   1608.00      0.00
02:02:59 AM     84.00      0.00     84.00      0.00      0.00   1192.00      0.00
02:03:00 AM    102.00      0.00    102.00      0.00      0.00   1280.00      0.00
02:03:01 AM   1461.00      0.00   1461.00      0.00      0.00  34424.00      0.00
02:03:02 AM   1098.00      0.00   1098.00      0.00      0.00  27576.00      0.00
02:03:03 AM    119.00      0.00    119.00      0.00      0.00   1520.00      0.00
02:03:04 AM    129.00      0.00    129.00      0.00      0.00   1672.00      0.00
02:03:05 AM    136.00      0.00    136.00      0.00      0.00   2328.00      0.00
02:03:06 AM     83.00      0.00     83.00      0.00      0.00   1088.00      0.00
02:03:07 AM    131.00      0.00    131.00      0.00      0.00   1832.00      0.00
02:03:08 AM    115.00      0.00    115.00      0.00      0.00   1760.00      0.00
02:03:09 AM    117.00      0.00    117.00      0.00      0.00   1656.00      0.00
02:03:10 AM     92.00      0.00     92.00      0.00      0.00   1360.00      0.00
02:03:11 AM    125.00      0.00    125.00      0.00      0.00   2152.00      0.00
02:03:12 AM    466.00      0.00    466.00      0.00      0.00   5192.00      0.00
02:03:13 AM     88.00      0.00     88.00      0.00      0.00   1216.00      0.00
02:03:14 AM     92.00      0.00     92.00      0.00      0.00   1304.00      0.00
02:03:15 AM    127.00      0.00    127.00      0.00      0.00   1800.00      0.00
02:03:16 AM     95.00      0.00     95.00      0.00      0.00   1328.00      0.00
02:03:17 AM    408.00      0.00    408.00      0.00      0.00  17200.00      0.00
02:03:18 AM     98.00      0.00     98.00      0.00      0.00   1440.00      0.00
02:03:19 AM    142.00      0.00    142.00      0.00      0.00   1960.00      0.00
02:03:20 AM    102.00      0.00    102.00      0.00      0.00   1320.00      0.00
02:03:21 AM    130.00      0.00    130.00      0.00      0.00   1704.00      0.00
02:03:22 AM   1651.00      0.00   1651.00      0.00      0.00  37952.00      0.00
02:03:23 AM    408.00      0.00    408.00      0.00      0.00   4248.00      0.00
02:03:24 AM    131.00      0.00    131.00      0.00      0.00   1888.00      0.00
02:03:25 AM     78.00      0.00     78.00      0.00      0.00   1312.00      0.00
02:03:26 AM    154.00      0.00    154.00      0.00      0.00   2272.00      0.00
02:03:27 AM    189.00      0.00    189.00      0.00      0.00   2400.00      0.00
02:03:28 AM    297.00      0.00    297.00      0.00      0.00   3080.00      0.00
02:03:29 AM    132.00      0.00    132.00      0.00      0.00   1960.00      0.00
02:03:30 AM    169.00      0.00    169.00      0.00      0.00   2648.00      0.00
02:03:31 AM    130.00      0.00    130.00      0.00      0.00   1776.00      0.00
02:03:32 AM    226.00      0.00    226.00      0.00      0.00  15648.00      0.00
02:03:33 AM     77.00      0.00     77.00      0.00      0.00   1376.00      0.00
02:03:34 AM    432.00      0.00    432.00      0.00      0.00   4704.00      0.00
02:03:35 AM     97.00      0.00     97.00      0.00      0.00   1360.00      0.00
02:03:36 AM    174.00      0.00    174.00      0.00      0.00   2656.00      0.00
02:03:37 AM     99.00      0.00     99.00      0.00      0.00   1336.00      0.00
02:03:38 AM    104.00      0.00    104.00      0.00      0.00   1480.00      0.00
02:03:39 AM    353.00      0.00    353.00      0.00      0.00   4016.00      0.00
02:03:40 AM     90.00      0.00     90.00      0.00      0.00   1160.00      0.00
02:03:41 AM     91.00      0.00     91.00      0.00      0.00   1344.00      0.00
02:03:42 AM   1045.00      0.00   1045.00      0.00      0.00  19784.00      0.00
02:03:43 AM    701.00      0.00    701.00      0.00      0.00  19928.00      0.00
02:03:44 AM    308.00      0.00    308.00      0.00      0.00   3248.00      0.00
02:03:45 AM     91.00      0.00     91.00      0.00      0.00   1232.00      0.00
02:03:46 AM    148.00      0.00    148.00      0.00      0.00   2208.00      0.00
02:03:47 AM     75.00      0.00     75.00      0.00      0.00   1096.00      0.00
02:03:48 AM    152.00      0.00    152.00      0.00      0.00   2008.00      0.00
02:03:49 AM     78.00      0.00     78.00      0.00      0.00   1184.00      0.00
02:03:50 AM    405.00      0.00    405.00      0.00      0.00   4352.00      0.00
02:03:51 AM    110.00      0.00    110.00      0.00      0.00   1480.00      0.00
02:03:52 AM     90.00      0.00     90.00      0.00      0.00   1360.00      0.00
02:03:53 AM    280.00      0.00    280.00      0.00      0.00  16104.00      0.00
02:03:54 AM     97.00      0.00     97.00      0.00      0.00   1576.00      0.00
02:03:55 AM    154.00      0.00    154.00      0.00      0.00   2408.00      0.00
02:03:56 AM     91.00      0.00     91.00      0.00      0.00   1336.00      0.00
02:03:57 AM    206.00      1.00    205.00      0.00    256.00   2952.00      0.00
02:03:58 AM    124.00      0.00    124.00      0.00      0.00   1896.00      0.00
02:03:59 AM   1614.00      0.00   1614.00      0.00      0.00  36888.00      0.00
02:04:00 AM    428.00      0.00    428.00      0.00      0.00   4704.00      0.00
02:04:01 AM    247.00      0.00    247.00      0.00      0.00   2888.00      0.00
02:04:02 AM   1327.72      0.00   1327.72      0.00      0.00  30178.22      0.00
02:04:03 AM     72.00      0.00     72.00      0.00      0.00    920.00      0.00
02:04:04 AM    100.00      0.00    100.00      0.00      0.00   1480.00      0.00
02:04:05 AM    159.00      0.00    159.00      0.00      0.00   2536.00      0.00
02:04:06 AM     73.00      0.00     73.00      0.00      0.00   1072.00      0.00
02:04:07 AM    107.00      0.00    107.00      0.00      0.00   1592.00      0.00
02:04:08 AM     93.00      0.00     93.00      0.00      0.00   1200.00      0.00
02:04:09 AM    143.00      0.00    143.00      0.00      0.00   2256.00      0.00
02:04:10 AM     93.00      0.00     93.00      0.00      0.00   1336.00      0.00
02:04:11 AM    123.00      0.00    123.00      0.00      0.00   1440.00      0.00
02:04:12 AM    439.00      0.00    439.00      0.00      0.00   4984.00      0.00
02:04:13 AM     93.00      0.00     93.00      0.00      0.00   1280.00      0.00
02:04:14 AM     98.00      0.00     98.00      0.00      0.00   1344.00      0.00
02:04:15 AM    126.00      0.00    126.00      0.00      0.00   2208.00      0.00
02:04:16 AM    111.00      0.00    111.00      0.00      0.00   1504.00      0.00
02:04:17 AM     88.00      0.00     88.00      0.00      0.00   1144.00      0.00
02:04:18 AM    308.00      0.00    308.00      0.00      0.00   3112.00      0.00
02:04:19 AM    166.00      0.00    166.00      0.00      0.00   2296.00      0.00
02:04:20 AM    102.00      0.00    102.00      0.00      0.00   1528.00      0.00
02:04:21 AM    153.00      0.00    153.00      0.00      0.00   1968.00      0.00
02:04:22 AM   1655.00      0.00   1655.00      0.00      0.00  50520.00      0.00
02:04:23 AM    359.00      0.00    359.00      0.00      0.00   3488.00      0.00
02:04:24 AM    106.00      0.00    106.00      0.00      0.00   1312.00      0.00
02:04:25 AM    135.00      0.00    135.00      0.00      0.00   1808.00      0.00
02:04:26 AM    127.00      0.00    127.00      0.00      0.00   1968.00      0.00
02:04:27 AM     91.00      0.00     91.00      0.00      0.00   1496.00      0.00
02:04:28 AM     99.00      0.00     99.00      0.00      0.00   1464.00      0.00
02:04:29 AM    177.00      0.00    177.00      0.00      0.00   2576.00      0.00
02:04:30 AM    452.00      0.00    452.00      0.00      0.00   5208.00      0.00
02:04:31 AM    122.00      0.00    122.00      0.00      0.00   1440.00      0.00
02:04:32 AM    162.00      0.00    162.00      0.00      0.00   2120.00      0.00
02:04:33 AM    153.00      0.00    153.00      0.00      0.00   2672.00      0.00
02:04:34 AM    115.00      0.00    115.00      0.00      0.00   1664.00      0.00
02:04:35 AM    318.00      0.00    318.00      0.00      0.00   3248.00      0.00
02:04:36 AM    170.00      0.00    170.00      0.00      0.00   2720.00      0.00
02:04:37 AM     95.00      0.00     95.00      0.00      0.00   1264.00      0.00
02:04:38 AM     86.00      0.00     86.00      0.00      0.00   1128.00      0.00
02:04:39 AM     86.00      0.00     86.00      0.00      0.00   1096.00      0.00
02:04:40 AM    121.00      0.00    121.00      0.00      0.00   2096.00      0.00
02:04:41 AM    332.00      0.00    332.00      0.00      0.00   3552.00      0.00
02:04:42 AM    121.00      0.00    121.00      0.00      0.00   1672.00      0.00
02:04:43 AM   1561.00      0.00   1561.00      0.00      0.00  37216.00      0.00
02:04:44 AM    120.00      0.00    120.00      0.00      0.00   1816.00      0.00
02:04:45 AM     72.00      0.00     72.00      0.00      0.00   1040.00      0.00
02:04:46 AM     91.00      0.00     91.00      0.00      0.00   1440.00      0.00
02:04:47 AM    116.00      0.00    116.00      0.00      0.00   1480.00      0.00
02:04:48 AM    111.00      0.00    111.00      0.00      0.00   1704.00      0.00
02:04:49 AM    112.00      0.00    112.00      0.00      0.00   1768.00      0.00
02:04:50 AM    139.00      0.00    139.00      0.00      0.00   2104.00      0.00
02:04:51 AM    403.00      0.00    403.00      0.00      0.00   4120.00      0.00
02:04:52 AM    109.00      0.00    109.00      0.00      0.00   1736.00      0.00
02:04:53 AM    200.00      0.00    200.00      0.00      0.00  15856.00      0.00
02:04:54 AM    130.00      0.00    130.00      0.00      0.00   2160.00      0.00
02:04:55 AM    103.00      0.00    103.00      0.00      0.00   1440.00      0.00
02:04:56 AM    113.00      0.00    113.00      0.00      0.00   1408.00      0.00
02:04:57 AM    427.00      0.00    427.00      0.00      0.00   4712.00      0.00
02:04:58 AM    259.00      0.00    259.00      0.00      0.00   3016.00      0.00
02:04:59 AM    136.00      0.00    136.00      0.00      0.00   2080.00      0.00
02:05:00 AM    104.00      0.00    104.00      0.00      0.00   1576.00      0.00
02:05:01 AM    113.00      0.00    113.00      0.00      0.00   1424.00      0.00
02:05:02 AM   2515.00      0.00   2515.00      0.00      0.00  59752.00      0.00
02:05:03 AM    103.00      0.00    103.00      0.00      0.00   1336.00      0.00
02:05:04 AM     81.00      0.00     81.00      0.00      0.00   1152.00      0.00
02:05:05 AM     59.00      0.00     59.00      0.00      0.00    912.00      0.00
02:05:06 AM    176.00      0.00    176.00      0.00      0.00   2456.00      0.00
02:05:07 AM    330.00      0.00    330.00      0.00      0.00   3392.00      0.00
02:05:08 AM    106.00      0.00    106.00      0.00      0.00   1536.00      0.00
02:05:09 AM    114.00      0.00    114.00      0.00      0.00   1512.00      0.00
02:05:10 AM    154.00      0.00    154.00      0.00      0.00   2376.00      0.00
02:05:11 AM     86.00      0.00     86.00      0.00      0.00   1032.00      0.00
02:05:12 AM    152.00      0.00    152.00      0.00      0.00   1848.00      0.00
02:05:13 AM    157.00      0.00    157.00      0.00      0.00   2136.00      0.00
02:05:14 AM    347.00      0.00    347.00      0.00      0.00   3480.00      0.00
02:05:15 AM     86.00      0.00     86.00      0.00      0.00   1304.00      0.00
02:05:16 AM    109.00      0.00    109.00      0.00      0.00   1432.00      0.00
02:05:17 AM    101.00      0.00    101.00      0.00      0.00   1472.00      0.00
02:05:18 AM    115.00      0.00    115.00      0.00      0.00   1464.00      0.00
02:05:19 AM    124.00      0.00    124.00      0.00      0.00   1664.00      0.00
02:05:20 AM    130.00      0.00    130.00      0.00      0.00   2040.00      0.00
02:05:21 AM    349.00      0.00    349.00      0.00      0.00   3672.00      0.00
02:05:22 AM    105.00      0.00    105.00      0.00      0.00   1888.00      0.00
02:05:23 AM   1590.00      0.00   1590.00      0.00      0.00  36928.00      0.00
02:05:24 AM    183.00      0.00    183.00      0.00      0.00   2592.00      0.00
02:05:25 AM    126.00      0.00    126.00      0.00      0.00   1992.00      0.00
02:05:26 AM    384.00      0.00    384.00      0.00      0.00   4240.00      0.00
02:05:27 AM    149.00      0.00    149.00      0.00      0.00   2216.00      0.00
02:05:28 AM    157.00      0.00    157.00      0.00      0.00  14800.00      0.00
02:05:29 AM     88.00      0.00     88.00      0.00      0.00   1440.00      0.00
02:05:30 AM    128.00      0.00    128.00      0.00      0.00   1584.00      0.00
02:05:31 AM    179.00      0.00    179.00      0.00      0.00   2712.00      0.00
02:05:32 AM    157.00      0.00    157.00      0.00      0.00   2184.00      0.00
02:05:33 AM    207.00      0.00    207.00      0.00      0.00  15408.00      0.00
02:05:34 AM    141.00      0.00    141.00      0.00      0.00   2144.00      0.00
02:05:35 AM     96.00      0.00     96.00      0.00      0.00   1336.00      0.00
02:05:36 AM    403.00      0.00    403.00      0.00      0.00   4320.00      0.00
02:05:37 AM    143.00      0.00    143.00      0.00      0.00   2208.00      0.00
02:05:38 AM    130.00      0.00    130.00      0.00      0.00   1992.00      0.00
02:05:39 AM     89.00      0.00     89.00      0.00      0.00   1280.00      0.00
02:05:40 AM    123.00      0.00    123.00      0.00      0.00   1600.00      0.00
02:05:41 AM     79.00      0.00     79.00      0.00      0.00   1224.00      0.00
02:05:42 AM    188.00      0.00    188.00      0.00      0.00   2920.00      0.00
02:05:43 AM    150.00      0.00    150.00      0.00      0.00   2200.00      0.00
02:05:44 AM   1884.00      0.00   1884.00      0.00      0.00  48056.00      0.00
02:05:45 AM     84.00      0.00     84.00      0.00      0.00   1168.00      0.00
02:05:46 AM    146.00      0.00    146.00      0.00      0.00   2392.00      0.00
02:05:47 AM    411.00      0.00    411.00      0.00      0.00   4400.00      0.00
02:05:48 AM    126.00      0.00    126.00      0.00      0.00   1984.00      0.00
02:05:49 AM    758.00      0.00    758.00      0.00      0.00  13696.00      0.00
02:05:50 AM    100.00      0.00    100.00      0.00      0.00   1448.00      0.00
02:05:51 AM    131.00      0.00    131.00      0.00      0.00   2016.00      0.00
02:05:52 AM    147.00      0.00    147.00      0.00      0.00   2392.00      0.00
02:05:53 AM    125.00      0.00    125.00      0.00      0.00   2008.00      0.00
02:05:54 AM    238.00      0.00    238.00      0.00      0.00  15808.00      0.00
02:05:55 AM    122.00      0.00    122.00      0.00      0.00   1760.00      0.00
02:05:56 AM     96.00      0.00     96.00      0.00      0.00   1240.00      0.00
02:05:57 AM    440.00      0.00    440.00      0.00      0.00   4512.00      0.00
02:05:58 AM    128.00      0.00    128.00      0.00      0.00   1904.00      0.00
02:05:59 AM    222.00      0.00    222.00      0.00      0.00   3304.00      0.00
02:06:00 AM    218.00      0.00    218.00      0.00      0.00   3408.00      0.00
02:06:01 AM    126.00      0.00    126.00      0.00      0.00   1736.00      0.00
02:06:02 AM    177.00      0.00    177.00      0.00      0.00   2264.00      0.00
02:06:03 AM   2553.00      0.00   2553.00      0.00      0.00  64088.00      0.00
02:06:04 AM    140.00      0.00    140.00      0.00      0.00   2152.00      0.00
02:06:05 AM     91.00      0.00     91.00      0.00      0.00   1272.00      0.00
02:06:06 AM     96.00      0.00     96.00      0.00      0.00   1360.00      0.00
02:06:07 AM     91.00      0.00     91.00      0.00      0.00   1408.00      0.00
02:06:08 AM    372.00      0.00    372.00      0.00      0.00   3992.00      0.00
02:06:09 AM     94.00      0.00     94.00      0.00      0.00   1592.00      0.00
02:06:10 AM    116.00      0.00    116.00      0.00      0.00   2200.00      0.00
02:06:11 AM    122.00      0.00    122.00      0.00      0.00   1568.00      0.00
02:06:12 AM     94.00      0.00     94.00      0.00      0.00   1408.00      0.00
02:06:13 AM    188.00      0.00    188.00      0.00      0.00   2640.00      0.00
02:06:14 AM    393.00      0.00    393.00      0.00      0.00   4008.00      0.00
02:06:15 AM    119.00      0.00    119.00      0.00      0.00   1728.00      0.00
02:06:16 AM    118.00      0.00    118.00      0.00      0.00   1640.00      0.00
02:06:17 AM    164.00      0.00    164.00      0.00      0.00   2080.00      0.00
02:06:18 AM    138.61      0.00    138.61      0.00      0.00   1655.45      0.00
02:06:19 AM    187.00      0.00    187.00      0.00      0.00   2464.00      0.00
02:06:20 AM    163.00      0.00    163.00      0.00      0.00   2712.00      0.00
02:06:21 AM    129.00      0.00    129.00      0.00      0.00   1800.00      0.00
02:06:22 AM    112.00      0.00    112.00      0.00      0.00   1672.00      0.00
02:06:23 AM    680.00      0.00    680.00      0.00      0.00  25784.00      0.00
02:06:24 AM   1595.00      0.00   1595.00      0.00      0.00  37616.00      0.00
02:06:25 AM    162.00      0.00    162.00      0.00      0.00   2360.00      0.00
02:06:26 AM    114.00      0.00    114.00      0.00      0.00   1728.00      0.00
02:06:27 AM    130.00      0.00    130.00      0.00      0.00   1720.00      0.00
02:06:28 AM    165.00      0.00    165.00      0.00      0.00   2192.00      0.00
02:06:29 AM    159.00      0.00    159.00      0.00      0.00   2248.00      0.00
02:06:30 AM    440.00      0.00    440.00      0.00      0.00   5200.00      0.00
02:06:31 AM    117.00      0.00    117.00      0.00      0.00   1680.00      0.00
02:06:32 AM     93.00      0.00     93.00      0.00      0.00   1424.00      0.00
02:06:33 AM    268.00      0.00    268.00      0.00      0.00   3488.00      0.00
02:06:34 AM    151.00      0.00    151.00      0.00      0.00   2360.00      0.00
02:06:35 AM    415.00      0.00    415.00      0.00      0.00   4680.00      0.00
02:06:36 AM    101.00      0.00    101.00      0.00      0.00   1496.00      0.00
02:06:37 AM    126.00      0.00    126.00      0.00      0.00   1840.00      0.00
02:06:38 AM    103.00      0.00    103.00      0.00      0.00   1488.00      0.00
02:06:39 AM    312.00      0.00    312.00      0.00      0.00  16768.00      0.00
02:06:40 AM    113.00      0.00    113.00      0.00      0.00   1824.00      0.00
02:06:41 AM     96.00      0.00     96.00      0.00      0.00   1520.00      0.00
02:06:42 AM    156.00      0.00    156.00      0.00      0.00   2296.00      0.00
02:06:43 AM     96.00      0.00     96.00      0.00      0.00   1376.00      0.00
02:06:44 AM   1872.00      0.00   1872.00      0.00      0.00  46280.00      0.00
02:06:45 AM    379.00      0.00    379.00      0.00      0.00   3944.00      0.00
02:06:46 AM    198.00      0.00    198.00      0.00      0.00   2640.00      0.00
02:06:47 AM    131.00      0.00    131.00      0.00      0.00   1888.00      0.00
02:06:48 AM    112.00      0.00    112.00      0.00      0.00   1392.00      0.00
02:06:49 AM    161.00      0.00    161.00      0.00      0.00   2536.00      0.00
02:06:50 AM    145.00      0.00    145.00      0.00      0.00   2000.00      0.00
02:06:51 AM    384.00      0.00    384.00      0.00      0.00   4152.00      0.00
02:06:52 AM    112.00      0.00    112.00      0.00      0.00   1520.00      0.00
02:06:53 AM    130.00      0.00    130.00      0.00      0.00   1896.00      0.00
02:06:54 AM    262.00      0.00    262.00      0.00      0.00  16048.00      0.00
02:06:55 AM    177.00      0.00    177.00      0.00      0.00   2392.00      0.00
02:06:56 AM    152.00      0.00    152.00      0.00      0.00   2048.00      0.00
02:06:57 AM    428.00      0.00    428.00      0.00      0.00   4880.00      0.00
02:06:58 AM    142.00      0.00    142.00      0.00      0.00   2288.00      0.00
02:06:59 AM    133.00      0.00    133.00      0.00      0.00   1880.00      0.00
02:07:00 AM    137.00      0.00    137.00      0.00      0.00   1856.00      0.00
02:07:01 AM    136.00      0.00    136.00      0.00      0.00   1896.00      0.00
02:07:02 AM    353.00      0.00    353.00      0.00      0.00   3904.00      0.00
02:07:03 AM   2524.00      0.00   2524.00      0.00      0.00  64848.00      0.00
02:07:04 AM    131.00      0.00    131.00      0.00      0.00   1800.00      0.00
02:07:05 AM    136.00      0.00    136.00      0.00      0.00   1888.00      0.00
02:07:06 AM    174.00      0.00    174.00      0.00      0.00   2560.00      0.00
02:07:07 AM    117.00      0.00    117.00      0.00      0.00   2056.00      0.00
02:07:08 AM     95.00      0.00     95.00      0.00      0.00   1512.00      0.00
02:07:09 AM    365.00      0.00    365.00      0.00      0.00   3712.00      0.00
02:07:10 AM    110.00      0.00    110.00      0.00      0.00   1496.00      0.00
02:07:11 AM    131.00      0.00    131.00      0.00      0.00   1992.00      0.00
02:07:12 AM    123.76      0.00    123.76      0.00      0.00   1663.37      0.00
02:07:13 AM     89.90      0.00     89.90      0.00      0.00   1276.77      0.00
02:07:14 AM    188.00      0.00    188.00      0.00      0.00   2672.00      0.00
02:07:15 AM    384.00      0.00    384.00      0.00      0.00   4176.00      0.00
02:07:16 AM     79.00      0.00     79.00      0.00      0.00   1136.00      0.00
02:07:17 AM    161.00      0.00    161.00      0.00      0.00   2888.00      0.00
02:07:18 AM     91.00      0.00     91.00      0.00      0.00   1256.00      0.00
02:07:19 AM    181.00      0.00    181.00      0.00      0.00  15344.00      0.00
02:07:20 AM    320.00      0.00    320.00      0.00      0.00   3240.00      0.00
02:07:21 AM    174.00      0.00    174.00      0.00      0.00   2400.00      0.00
02:07:22 AM    137.00      0.00    137.00      0.00      0.00   1872.00      0.00
02:07:23 AM    115.00      0.00    115.00      0.00      0.00   1480.00      0.00
02:07:24 AM   1829.00      0.00   1829.00      0.00      0.00  45824.00      0.00
02:07:25 AM    131.00      0.00    131.00      0.00      0.00   1864.00      0.00
02:07:26 AM    378.00      0.00    378.00      0.00      0.00   3920.00      0.00
02:07:27 AM    131.00      0.00    131.00      0.00      0.00   2232.00      0.00
02:07:28 AM     89.11      0.00     89.11      0.00      0.00   1108.91      0.00
02:07:29 AM    183.00      0.00    183.00      0.00      0.00   2720.00      0.00
02:07:30 AM    154.00      0.00    154.00      0.00      0.00   2448.00      0.00
02:07:31 AM    122.00      0.00    122.00      0.00      0.00   1600.00      0.00
02:07:32 AM    444.00      0.00    444.00      0.00      0.00   4904.00      0.00
02:07:33 AM    128.00      0.00    128.00      0.00      0.00   1680.00      0.00
02:07:34 AM    147.00      0.00    147.00      0.00      0.00   2136.00      0.00
02:07:35 AM    129.00      0.00    129.00      0.00      0.00   1944.00      0.00
02:07:36 AM    196.00      0.00    196.00      0.00      0.00   2864.00      0.00
02:07:37 AM    128.00      0.00    128.00      0.00      0.00   1672.00      0.00
02:07:38 AM    118.00      0.00    118.00      0.00      0.00   1528.00      0.00
02:07:39 AM    238.00      0.00    238.00      0.00      0.00  16048.00      0.00
02:07:40 AM    122.00      0.00    122.00      0.00      0.00   1984.00      0.00
02:07:41 AM    135.00      0.00    135.00      0.00      0.00   9824.00      0.00
02:07:42 AM    490.00      0.00    490.00      0.00      0.00   5368.00      0.00
02:07:43 AM    118.00      0.00    118.00      0.00      0.00   1864.00      0.00
02:07:44 AM    230.00      0.00    230.00      0.00      0.00   2904.00      0.00
02:07:45 AM     96.00      0.00     96.00      0.00      0.00   1320.00      0.00
02:07:46 AM    164.00      0.00    164.00      0.00      0.00   2888.00      0.00
02:07:47 AM    369.00      0.00    369.00      0.00      0.00   3888.00      0.00
02:07:48 AM    132.00      0.00    132.00      0.00      0.00   1536.00      0.00
02:07:49 AM    158.00      0.00    158.00      0.00      0.00   2080.00      0.00
02:07:50 AM    100.00      0.00    100.00      0.00      0.00   1424.00      0.00
02:07:51 AM    159.00      0.00    159.00      0.00      0.00   2560.00      0.00
02:07:52 AM    100.00      0.00    100.00      0.00      0.00   1464.00      0.00
02:07:53 AM    103.00      0.00    103.00      0.00      0.00   1296.00      0.00
02:07:54 AM    134.00      0.00    134.00      0.00      0.00   2112.00      0.00
02:07:55 AM   2017.00      0.00   2017.00      0.00      0.00  50576.00      0.00
02:07:56 AM    174.26      0.00    174.26      0.00      0.00   2645.54      0.00
02:07:57 AM    410.00      0.00    410.00      0.00      0.00   4624.00      0.00
02:07:58 AM    114.00      0.00    114.00      0.00      0.00   1480.00      0.00
02:07:59 AM    265.00      0.00    265.00      0.00      0.00  16328.00      0.00
02:08:00 AM    169.00      0.00    169.00      0.00      0.00   2160.00      0.00
02:08:01 AM    100.00      0.00    100.00      0.00      0.00   1672.00      0.00
02:08:02 AM    165.00      0.00    165.00      0.00      0.00   2256.00      0.00
02:08:03 AM    517.00      0.00    517.00      0.00      0.00   5776.00      0.00
02:08:04 AM   2380.00      0.00   2380.00      0.00      0.00  54128.00      0.00
02:08:05 AM    101.00      0.00    101.00      0.00      0.00   1368.00      0.00
02:08:06 AM    135.00      0.00    135.00      0.00      0.00   1944.00      0.00
02:08:07 AM    120.00      0.00    120.00      0.00      0.00   1672.00      0.00
02:08:08 AM    107.00      0.00    107.00      0.00      0.00   1576.00      0.00
02:08:09 AM    374.00      0.00    374.00      0.00      0.00   4152.00      0.00
02:08:10 AM    217.00      0.00    217.00      0.00      0.00   2960.00      0.00
02:08:11 AM    104.00      0.00    104.00      0.00      0.00   1344.00      0.00
02:08:12 AM    122.00      0.00    122.00      0.00      0.00   1776.00      0.00
02:08:13 AM    111.00      0.00    111.00      0.00      0.00   1464.00      0.00
02:08:14 AM    197.00      0.00    197.00      0.00      0.00   3144.00      0.00
02:08:15 AM    378.00      0.00    378.00      0.00      0.00   3872.00      0.00
02:08:16 AM    113.00      0.00    113.00      0.00      0.00   1624.00      0.00
02:08:17 AM    248.00      0.00    248.00      0.00      0.00   2704.00      0.00
02:08:18 AM    125.00      0.00    125.00      0.00      0.00   1768.00      0.00
02:08:19 AM    205.00      0.00    205.00      0.00      0.00   2696.00      0.00
02:08:20 AM    260.00      0.00    260.00      0.00      0.00   2752.00      0.00
02:08:21 AM    156.00      0.00    156.00      0.00      0.00   2112.00      0.00
02:08:22 AM    118.00      0.00    118.00      0.00      0.00   1760.00      0.00
02:08:23 AM    139.00      0.00    139.00      0.00      0.00   2120.00      0.00
02:08:24 AM   1983.00      0.00   1983.00      0.00      0.00  60456.00      0.00
02:08:25 AM    142.00      0.00    142.00      0.00      0.00   1920.00      0.00
02:08:26 AM    342.00      0.00    342.00      0.00      0.00   3728.00      0.00
02:08:27 AM    108.00      0.00    108.00      0.00      0.00   1464.00      0.00
02:08:28 AM    139.00      0.00    139.00      0.00      0.00   2056.00      0.00
02:08:29 AM    146.00      0.00    146.00      0.00      0.00   2040.00      0.00
02:08:30 AM    128.00      0.00    128.00      0.00      0.00   1504.00      0.00
02:08:31 AM    345.00      0.00    345.00      0.00      0.00   3896.00      0.00
02:08:32 AM    140.00      0.00    140.00      0.00      0.00   2080.00      0.00
02:08:33 AM    163.00      0.00    163.00      0.00      0.00   2584.00      0.00
02:08:34 AM    217.00      0.00    217.00      0.00      0.00   3008.00      0.00
02:08:35 AM    175.25      0.00    175.25      0.00      0.00   2312.87      0.00
02:08:36 AM    544.00      0.00    544.00      0.00      0.00   6656.00      0.00
02:08:37 AM    161.00      0.00    161.00      0.00      0.00   2192.00      0.00
02:08:38 AM    140.00      0.00    140.00      0.00      0.00   2176.00      0.00
02:08:39 AM    150.00      0.00    150.00      0.00      0.00   2040.00      0.00
02:08:40 AM    211.00      0.00    211.00      0.00      0.00   3296.00      0.00
02:08:41 AM    390.00      0.00    390.00      0.00      0.00   4216.00      0.00
02:08:42 AM    119.00      0.00    119.00      0.00      0.00   1632.00      0.00
02:08:43 AM    134.00      0.00    134.00      0.00      0.00   2088.00      0.00
02:08:44 AM    107.00      0.00    107.00      0.00      0.00   1592.00      0.00
02:08:45 AM   2065.00      0.00   2065.00      0.00      0.00  61312.00      0.00
02:08:46 AM    115.00      0.00    115.00      0.00      0.00   1720.00      0.00
02:08:47 AM    474.00      0.00    474.00      0.00      0.00   5808.00      0.00
